key,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,currentStatus,currentCompletionMode,lane,blocker,mechanismTagsJson,unifiedSourceRefsJson,wikiOwnerName,wikiPageId,wikiItemId,wikiEffectSlotsJson,wikiSourceRef,templateState,templateKind,draftContractJson,verificationGatesJson,nonclaimsJson
hero_skill|hero_corki|E|格林机枪,28,hero_skill,hero_corki,E,格林机枪,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_corki|E|格林机枪""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_corki|E|格林机枪""}]",Corki,corki-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/corki-e.json@rev3948411 sha256:9f1e8aed9ad2dc3f3958a3de6fd62563a029a022aa0e0bb4dc13efea0b4b12a1,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_corki|P|海克斯科技军备,25,hero_skill,hero_corki,P,海克斯科技军备,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_corki|P|海克斯科技军备""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_corki|P|海克斯科技军备""}]",Corki,corki-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/corki-p.json@rev4003492 sha256:a37ac6e0fd7586b485bbe06f74401935d3b0b5a68eb48db2f0496def8d74b73c,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_corki|Q|磷光炸弹,26,hero_skill,hero_corki,Q,磷光炸弹,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_corki|Q|磷光炸弹""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_corki|Q|磷光炸弹""}]",Corki,corki-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/corki-q.json@rev4007588 sha256:e71a474ef6b4df1df4808b397c8bd0f42ce284234f3eb7603fab09cabd760365,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_corki|R|火箭轰击,29,hero_skill,hero_corki,R,火箭轰击,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_corki|R|火箭轰击""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_corki|R|火箭轰击""}]",Corki,corki-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/corki-r.json@rev4042863 sha256:1c2da7a1ea6bd4904c498eeb823e75dbf0f1e354cf5fe22f72dee2bb09ac4845,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_corki|W|瓦尔基里俯冲,27,hero_skill,hero_corki,W,瓦尔基里俯冲,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_corki|W|瓦尔基里俯冲""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_corki|W|瓦尔基里俯冲""}]",Corki,corki-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/corki-w.json@rev4007589 sha256:85c17f1bedb345ca93539152df7e65cebe5524147de8d7907cb2f75e04c0decb,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_draven|R|冷血追命,34,hero_skill,hero_draven,R,冷血追命,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_draven|R|冷血追命""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_draven|R|冷血追命""}]",Draven,draven-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/draven-r.json@rev4040576 sha256:e38551b6eeefa0306cd40a3e15473c8983075f88edbe007915e3d9213a08adce,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_ezreal|Q|秘术射击,36,hero_skill,hero_ezreal,Q,秘术射击,blocked_runtime,none,generic_runtime,blocked_data,"[""cooldown_or_haste_without_rotation""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_ezreal|Q|秘术射击""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_ezreal|Q|秘术射击""}]",Ezreal,ezreal-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/ezreal-q.json@rev4013233 sha256:be5a24861dc53970c19378fe8bea17b242b5b406a588cebb32b0d59a4af4b533,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_ezreal|W|精华跃动,37,hero_skill,hero_ezreal,W,精华跃动,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_ezreal|W|精华跃动""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_ezreal|W|精华跃动""}]",Ezreal,ezreal-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/ezreal-w.json@rev4013234 sha256:5e4b2a6704c958150aacbd17cc387d050290cf669ba109be0a48a97a25abf897,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jayce|E|雷霆一击 / 加速之门,48,hero_skill,hero_jayce,E,雷霆一击 / 加速之门,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jayce|E|雷霆一击 / 加速之门""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jayce|E|雷霆一击 / 加速之门""}]",Jayce,jayce-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/jayce-e.json@rev3965179 sha256:53c88b19bc4bd06bf26ac6edabd4ce317dd9750b40455cd175d27be6ab274ef7,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jayce|Q|苍穹之跃 / 电能震荡,46,hero_skill,hero_jayce,Q,苍穹之跃 / 电能震荡,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jayce|Q|苍穹之跃 / 电能震荡""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jayce|Q|苍穹之跃 / 电能震荡""}]",Jayce,jayce-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/jayce-q.json@rev3989865 sha256:ea14cfb3e6057dd84039154cd8571e4ed41cec2a891c57f01e8607291795b71c,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jayce|R|墨丘利之炮 / 墨丘利之锤,49,hero_skill,hero_jayce,R,墨丘利之炮 / 墨丘利之锤,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jayce|R|墨丘利之炮 / 墨丘利之锤""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jayce|R|墨丘利之炮 / 墨丘利之锤""}]",Jayce,jayce-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/jayce-r.json@rev3989867 sha256:5ef1aaf216a327c0aa1cc668944647fca887f43e6df2d8af1cb8c1b074709e98,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jayce|W|闪电领域 / 超能电荷,47,hero_skill,hero_jayce,W,闪电领域 / 超能电荷,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jayce|W|闪电领域 / 超能电荷""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jayce|W|闪电领域 / 超能电荷""}]",Jayce,jayce-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/jayce-w.json@rev3948933 sha256:291798195515d3bfbb9656ce35f660c59ac54831ba74d14d5e4b1a9aedd9f0fa,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jhin|E|万众倾倒,53,hero_skill,hero_jhin,E,万众倾倒,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jhin|E|万众倾倒""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jhin|E|万众倾倒""}]",Jhin,jhin-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/jhin-e.json@rev4007613 sha256:bbb264e884128852cd9b90fc1965638e0903f88a8da4a500220966c4ff5596c0,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jhin|P|低语,50,hero_skill,hero_jhin,P,低语,blocked_runtime,none,generic_runtime,deterministic_random_crit_sequence,"[""deterministic_random_crit_sequence""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jhin|P|低语""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jhin|P|低语""}]",Jhin,jhin-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/jhin-p.json@rev3998238 sha256:2ef6300374d29c05f039b78a3d750199cff0236f78c147064d434ee897db7cf5,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jhin|R|完美谢幕,54,hero_skill,hero_jhin,R,完美谢幕,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jhin|R|完美谢幕""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jhin|R|完美谢幕""}]",Jhin,jhin-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/jhin-r.json@rev4007615 sha256:6bfe695cbc8aec980b66db1ab4f998fd292ddc0619cb35beeda1d755f98d2cc0,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jinx|E|嚼火者手雷！,58,hero_skill,hero_jinx,E,嚼火者手雷！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jinx|E|嚼火者手雷！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jinx|E|嚼火者手雷！""}]",Jinx,jinx-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/jinx-e.json@rev3993368 sha256:64562ed4adb34c932810970fd9b9c016b46329d6f956541d334c60d2bc9d83ee,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_jinx|Q|枪炮交响曲！,56,hero_skill,hero_jinx,Q,枪炮交响曲！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jinx|Q|枪炮交响曲！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jinx|Q|枪炮交响曲！""}]",Jinx,jinx-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/jinx-q.json@rev3992483 sha256:a4a11490d120a72ac8364ac1de8c1ea560badaa50f7cc5de3a4a4ab04b10186a,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
